,Corriente L1,Corriente L2,Corriente L3,Flujo Descarga,T° Desc Bba. LL,T° Desc Bba. LA,T° Desc Mot. LL,T° Desc Mot. LL.1,Prox. Bba. LLX,Prox. Bba. LLY,Prox. Bba. LAX,Prox. Bba. LAY,Prox. Mot. LAX,Prox. Mot. LAY,Prox. Mot LLX,Prox. Mot. LLY
2018-11-13 16:10:44.999961600,231.2,233.96,226.97,610.6128676054128,55.373454156832125,58.32,70.98379668451581,74.0,20.18750009798968,5.427499904262957,39.069999887368176,16.11,15.873564729406523,10.117939624587256,30.817893568987056,11.207129458813046
2018-11-13 16:11:05.000006400,231.2,233.96,232.13,644.5005871000664,54.98849040111404,58.32,70.02854910004284,74.0,20.05499989669304,5.755833192552276,39.31750000303844,16.10875000151267,15.69,10.026280802009424,30.98682833905527,11.466605367934879
2018-11-13 16:11:24.999964800,252.45,255.14,253.68,770.099560279336,54.56769289942353,58.32,70.0,74.0,20.394999953689982,6.219166603557917,39.30750000136206,16.103750000648287,15.25,10.281003085915412,31.83100308591541,11.487916665428743
2018-11-13 16:11:55.000032000,263.5199972795488,270.57,264.7699974115637,882.6046880785868,52.34414360011338,58.32,70.0,74.0,20.90499994300305,6.91416658899436,39.29250000167639,16.096250000766158,14.963078800134,9.61609573340892,28.04266199994846,9.372307066622
2018-11-13 16:12:25.000012799,269.29,270.57,270.26,935.049727293472,51.73792861279313,58.32,70.99459832893078,74.0,21.204583289941706,6.6300000494532325,39.1483333582695,16.08875000072687,14.539189749339615,9.171728534742153,28.898973682496845,9.498541548811309
2018-11-13 16:12:35.000035200,269.29,276.45,270.26,948.4901272655928,51.6486428538568,58.32,70.04089506402084,74.0,21.290416664193568,6.469999960605053,39.09166666310436,16.08624999935171,14.54,9.35222993783604,29.53300925774624,9.5
2018-11-13 16:14:25.000022400,274.84,276.45,275.42,985.654527378572,51.46993484056621,58.28,70.0,74.0,22.015833333848477,6.715833315303509,38.46833334045795,17.11,14.578533912782492,9.307361043008488,29.946365388877183,9.050586434887006
2018-11-13 16:14:34.999958400,274.84,281.7,275.42,986.195866223636,51.38066358309564,58.288259528496646,70.03317915377585,74.0,22.014166666256305,6.774166681029408,38.41166664529282,17.11,14.392986123839826,9.215354918471382,29.3519444953593,9.168387296178455
2018-11-13 16:14:55.000003200,274.84,281.7,275.42,987.278543028962,51.41924381700493,58.305033543483034,71.0,74.0,22.010833333796086,6.890833317137051,38.29833334758257,17.11,14.701303895293147,9.349413437748176,29.61340282358094,9.426558326442393
2018-11-13 16:15:05.000025600,274.84,276.62,275.42,987.8198818740259,51.42,58.31342055783038,70.0,74.0,22.100833370449447,6.983333359212457,38.26916666632616,17.11,14.759528987715935,9.26859568566045,30.107592603989342,9.366288597816908
2018-11-13 16:15:45.000028800,274.84,276.62,275.42,977.7253515955023,51.42,58.27489130881965,70.0,74.0,22.827500037116117,7.490000025879125,38.26249999965948,17.11,14.79548608188096,8.920763958591554,28.983125020236255,9.12611102117219
2018-11-13 16:15:54.999964799,274.84,281.85,275.42,996.4849920819389,51.42,58.28998792301765,70.0,74.0,23.009166640970896,7.616666648750349,38.260833333569074,17.11,14.670100309992183,9.21976079924941,29.0699305546208,8.74030864612979
2018-11-13 16:16:25.000032000,274.84,281.81,275.42,983.6083248375865,51.45828703981076,58.320273667295695,70.0,74.0,23.09166666814223,7.430000027241187,38.27249999863793,17.11,15.017847198832207,9.085501602984353,29.6631560071365,9.09
2018-11-13 16:16:34.999968000,274.84,276.64,275.42,979.3099511036831,51.446712960189245,58.3205440897183,71.0,74.0,23.08833333321983,7.329999972758815,38.27750000136206,17.11,14.802152795841357,9.394498410627651,28.96009276118597,9.31354161247594
2018-11-13 16:17:45.000038400,274.84,276.64,275.42,988.1545014252744,51.4,58.3224370458095,70.97453663520321,74.0,23.064999999449935,7.650000033841931,38.38750000578875,17.11,14.32145851415856,8.956875108495135,29.347893643087005,9.403124891504865
2018-11-13 16:17:54.999974400,274.84,281.89,275.42,987.6677096766211,51.4,58.32270746799411,70.01003087734404,74.0,23.061666667461203,7.776666640787543,38.409166662239976,17.11,14.755486105195184,9.217291663117113,29.646890428023347,9.14270833688289
2018-11-13 16:18:15.000019200,274.84,281.89,275.42,999.6132595900909,51.4,58.323248312618304,70.00231502773201,74.0,23.05500000034052,7.7575,38.16,17.241249991061487,14.839166590016475,9.269560144730915,29.3401157513866,9.36967589611752
2018-11-13 16:18:24.999955200,274.84,276.76,275.42,980.1398871147343,51.4,58.32351873481991,70.96682084622415,74.0,23.051666668142232,7.702500014982653,37.98666671388472,17.32874996126644,14.491944495359304,9.08630403921741,29.388341042311207,9.234645081528619
2018-11-13 16:18:34.999977600,274.84,281.77,275.42,985.7576757734557,51.4,58.323789157259505,70.014660873064,74.0,23.04833333301028,7.647499981559813,37.8133332752188,17.416250008480127,14.79941356507744,9.21677460792592,29.55354921585184,9.18
2018-11-13 16:18:45.000000000,274.84,281.77,275.42,992.2693479818184,51.4,58.32405957944411,70.97916668940404,74.0,23.045000001021545,7.5924999999999985,37.64,17.50374997318446,14.760833332423836,9.00458332833111,29.129166656662225,9.18
